Racism and STEM  (All Fields) and 1997-2024 (Publication Years)
Timespan: 1997-2024. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"Today's Civil Rights Fight: What's Math Got to Do With It?","Bronson, Elethia Nicole; Long, Leroy L. I. I. I. I. I. I.","","","","EDUCATION AND URBAN SOCIETY","NOV 2023","2023","55","8","","","","922","948","","10.1177/00131245221106714","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Criticalizing Teacher Perceptions of Urban School Climate: Exploring the Impact of Racism and Race-Evasive Culture in a Predominantly White Teacher Workforce","Bendixen, Lisa D.; Plachowski, Tara; Olafson, Lori","","","","EDUCATION AND URBAN SOCIETY","NOV 2023","2023","55","8","","","","949","974","","10.1177/00131245221106724","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"COVID-19, Black Lives Matter, and healthy food blogs: individualized approaches to racial health inequalities","Gonzales, Gabrielle G.","","","","SOCIOLOGICAL SPECTRUM","MAY 4 2022","2022","42","3","","","SI","176","194","","10.1080/02732173.2022.2081892","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Continued STEM Commitment in Light of 2020 Events: A Perspective From the Illinois Louis Stokes Alliance for Minority Participation (vol 6, 681027, 2021)","Botanga, Christopher; Blanc, Suzanne; Jones, LeRoy; Day, Michelle; Charles, Mariel","","","","FRONTIERS IN EDUCATION","JAN 5 2022","2022","6","","","","","","","820265","10.3389/feduc.2021.820265","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Addressing Racism in Indigenous Health","Braun, Kathryn L.; Harjo, Lisa D.; Burhansstipanov, Linda; Kawakami, Keilyn Leina'ala; Palakiko, Donna-Marie; McElfish, Pearl A.; Dela Cruz, May Rose I.; Antonio, Mapuana C. K.; Sanderson, Priscilla R.; Bauer, Mark C.; Teufel-Shone, Nicolette I.","","","Braun, KL; Burhansstipanov, L","INDIGENOUS PUBLIC HEALTH: Improvement through Community-Engaged Interventions","2022","2022","","","","","","55","79","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"EQUITY-MINDEDNESS IN DEVELOPMENTAL MATH: AN ANALYSIS OF CURRICULAR ARTIFACTS","Cox, Rebecca D.; Malcom-Piqueux, Lindsey E.","","","","JOURNAL OF WOMEN AND MINORITIES IN SCIENCE AND ENGINEERING","2022","2022","28","6","","","","57","80","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
""Faster, Higher, Stronger - Together"?: the Crisis of the World Sports Movement in the Context of the Pandemic and the Problem of Racism","Khakhalkina, E., V; Munko, A., V","","","","MGIMO REVIEW OF INTERNATIONAL RELATIONS","2022","2022","15","3","","","","61","76","","10.24833/2071-8160-2022-3-84-61-76","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Decolonizing Inclusive Education through Trauma-Informed Theories","Liasidou, Anastasia","","","","SCANDINAVIAN JOURNAL OF DISABILITY RESEARCH","2022","2022","24","1","","","","277","287","","10.16993/sjdr.951","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AN ANALYSIS OF URM STEM STUDENTS' GPAs RELATIVE TO GOOD TEACHING PRACTICES","Mollet, Amanda L.; Holmes, Joshua M.; Linley, Jodi L.","","","","JOURNAL OF WOMEN AND MINORITIES IN SCIENCE AND ENGINEERING","2022","2022","28","5","","","","1","24","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"NOT IN ANYONE'S BACKYARD: EXPLORING ENVIRONMENTAL INEQUALITY UNDER SECTION 15 OF THE <i>CHARTER</i> AND FLEXIBILITY AFTER <i>FRASER V CANADA</i>","Parker, Larissa","","","","APPEAL","2022","2022","27","","","","","19","41","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Women of Color on Stage. Feminism in two Contemporary Arts proposals in Latin America","[Anonymous]","","","","REVISTA 180","2022","2022","","50","","","","81","81","","10.32995/rev180.Num-50.(2022).art-1045","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"How he won: Using machine learning to understand Trump's 2016 victory","He, Zhaochen; Camobreco, John; Perkins, Keith","","","","JOURNAL OF COMPUTATIONAL SOCIAL SCIENCE","MAY 2022","2022","5","1","","","","905","947","","10.1007/s42001-021-00147-3","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"<i>Carlos Huayquinir Rain's Thought and Writing: A Call for Education and a Combat Against Racism</i>","Antileo Baeza, Enrique","","","","ALPHA-REVISTA DE ARTES LETRAS Y FILOSOFIA","DEC 2021","2021","","53","","","","209","229","","10.32735/S0718-2201202100053951","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Race and Racism in Historical Fiction: The Case of Jurji Zaydan's Novels","Tasdelen, Esra","","","","HUMANITIES-BASEL","DEC 2021","2021","10","4","","","","","","119","10.3390/h10040119","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Becoming "Black" and Muslim in Today's Russia","Rabinovich, Tatiana","","","","MERIDIANS-FEMINISM RACE TRANSNATIONALISM","OCT 2021","2021","20","2","","","","396","413","","10.1215/15366936-9547943","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"How could Early Intervention Services for Psychosis better serve migrants, ethnic minorities and Indigenous populations?","Xavier, Salome M.; Jarvis, G. Eric; Ouellet-Plamondon, Clairelaine; Gagne, Genevieve; Abdel-Baki, Amal; Iyer, Srividya N.","","","","SANTE MENTALE AU QUEBEC","FAL 2021","2021","46","2","","","","331","364","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Literacy and Identity Development of Indigenous Rukai Children","Hsin, Ching-Ting; Yu, Chih Ying","","","","JOURNAL OF LITERACY RESEARCH","SEP 2021","2021","53","3","","","SI","313","335","1086296X211030470","10.1177/1086296X211030470","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Introduction to the special topic on the fight against anti-black racism in the training given in science, mathematics, technology and STEM","Nxumalo, Fikile; Gitari, Wanja","","","","CANADIAN JOURNAL OF SCIENCE MATHEMATICS AND TECHNOLOGY EDUCATION","JUN 2021","2021","21","2","","","SI","232","238","","10.1007/s42330-021-00162-6","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trans*formative spirituality and self-preservation in the lives of trans Latinxs","Caraves, Jack","","","","LATINO STUDIES","JUN 2021","2021","19","2","","","","207","225","","10.1057/s41276-021-00323-6","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Engineering a Culture of Public Engagement in the Trump Era-Challenging the Status Quo","Nguyen, Luan M.","","","","INTERNATIONAL JOURNAL OF ENGINEERING SOCIAL JUSTICE AND PEACE","MAR 2021","2021","8","1","","","SI","78","85","","10.24908/ijesjp.v8i1.14211","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Implementing Culturally Relevant Pedagogy in Computing Classrooms: Voices and Experiences from Public School Teachers","Chen, Yu; Martin, Lori; Underwood, John; Alegre, Fernando; Whidden, Alicia; El-Farrah, Mahannah; Moreno, Juana","","","Gardner-McCune, C; Grady, S; Jimenez, Y; Ryoo, J; Santo, R; Payton, J","IEEE STCBP RESPECT CONFERENCE: 2021 RESEARCH ON EQUITY AND SUSTAINED PARTICIPATION IN ENGINEERING, COMPUTING, AND TECHNOLOGY (RESPECT)","2021","2021","","","","","","128","132","","10.1109/RESPECT51740.2021.9620724","6th Conference on Research in Equitable and Sustained Participation in Engineering, Computing, and Technology (RESPECT)","MAY 23-27, 2021","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"To 'get out of confusion': take action between everyday life and creativity","Paini, Anna; Varvarica, Sabaudin","","","","ETHNOREMA","2021","2021","","17","","","","1","31","","10.23814/ethn.17.21.pai-var","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Narratives of adolescents exploited as "mules" of drug trafficking from the Brazil-Paraguay border","Rocha, Andrea Pires","","","","REVISTA BRASILEIRA DE HISTORIA & CIENCIAS SOCIAIS","JAN-JUN 2021","2021","13","25","","","","367","393","","10.14295/rbhcs.v13i25.11908","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The Transformative, Dialectical Anti-Colonial Discourse in Lillian Horace's <i>Angie Brown</i>","Al-Jarrah, Hamzeh A.","","","","PERTANIKA JOURNAL OF SOCIAL SCIENCE AND HUMANITIES","SEP 2020","2020","28","3","","","","2181","2196","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"POWER AND RESISTANCE IN DISCURSIVE AND SOCIAL PRACTICES OF INDIGENOUS WOMEN FROM THE AMAZON","de Padua Cancio, Raimundo Nonato","","","","REVISTA EDUCACAO E LINGUAGENS","JUL-DEC 2020","2020","9","17","","","","78","95","","10.33871/22386084.2020.9.17.78-95","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The right to education - Romany in Romania between entitlement and reality","Druschel, Julia","","","Druschel, J; Goldbach, N; Paulmann, F; Vestena, C","INTERDISZIPLINARE PERSPEKTIVEN AUF SOZIALE MENSCHENRECHTE","2020","2020","160","","","","","151","172","","","Conference of the Cooperative Doctoral Degree Program on Interdisciplinary Perspectives on Social Human Rights","APR 11-12, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Becoming a social worker under racial constraints: A sociological inquiry on an associative sector at the border of the French nation","Lemercier, Elise; Palomares, Elise","","","","POLITIX","2020","2020","33","131","","","","53","81","","10.3917/pox.131.0053","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Determinants of Mental Health and Career Trajectories <i>Rationale and Design of the Engineering and Computing Doctoral Experiences Survey (ECDES)</i>","Mcgee, Ebony O.; Robinson, William H.; Naphan-Kingery, Dara; Houston, Stacey, II; Leon-Perez, Gabriela","","","McGee, EO; Robinson, WH","DIVERSIFYING STEM: Multidisciplinary Perspectives on Race and Gender","2020","2020","","","","","","140","165","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"The political vitality and vital politics of Cesaire's <i>Discourse on Colonialism</i>: A reading in light of contemporary racism","Viveros-Vigoya, Mara","","","","SOCIOLOGICAL REVIEW","MAY 2020","2020","68","3","","","","476","491","0038026119868654","10.1177/0038026119868654","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"<i>Cultural and Racial Socialization</i> in Spanish Transracial Adoptive Families","Jose Rodriguez-Jaume, Maria; Jose Gonzalez-Rio, Maria","","","","CONVERGENCIA-REVISTA DE CIENCIAS SOCIALES","MAY-AUG 2019","2019","","80","","","","","","","10.29101/crcs.v26i80.10481","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"THE MATTER OF LIVES UNDERNEATH BLACK MALE SKIN: USING THEORY AND MEDIA TO EXPLORE THE CASE OF "JUSTIFIABLE HOMICIDES" FOR BLACK MALES","Gilbert, Keon L.; Ray, Rashawn; Byrd, W. Carson; Richards, Joseph B.; Johnson, Odis, Jr.","","","Bruce, MA; Hawkins, DF","INEQUALITY, CRIME, AND HEALTH AMONG AFRICAN AMERICAN MALES","2019","2019","20","","","","","171","183","","10.1108/S0195-744920180000020011","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Noyce at Vanderbilt: Exploring the Factors That Shape the Recruitment and Retention of Black Teachers","Johnson, Heather J.; Dunleavy, Teresa K.; Joseph, Nicole M.","","","Leonard, J; Burrows, AC; Kitchen, R","RECRUITING, PREPARING, AND RETAINING STEM TEACHERS FOR A GLOBAL GENERATION","2019","2019","","","","","","58","77","","10.1163/9789004399990_003","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CITIZENSCHOOL: SERIOUS GAMING FOR A BETTER EUROPE","Monteiro, J. C.; O'Reilly, D.; Bollaert, H.; Possemiers, P.","","","Chova, LG; Martinez, AL; Torres, IC","12TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION (ICERI2019)","2019","2019","","","","","","11072","11076","","","12th Annual International Conference of Education, Research and Innovation (ICERI)","NOV 11-13, 2019","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hybridity and Prejudice: Jews and New Christians in <i>Casa</i>-<i>Grande</i> & <i>Senzala</i> and the Intellectual Context of Gilberto Freyre","Stuczynski, Claude B.","","","","PORTUGUESE STUDIES","2019","2019","35","1","","","","55","+","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Living Propaganda and Self-Serving Recruitment: The Nazi Rationale for the German-Arab Training Unit, May 1941 to May 1943","Kehoe, Thomas J.; Greenhalgh, Elizabeth M.","","","","WAR IN HISTORY","NOV 2017","2017","24","4","","","","520","543","","10.1177/0968344516641457","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Could the Estonian Ban on Hate Speech Interpreted in a More Efficient Way?","Ehrlich, Sten Andreas","","","Elosegui, M; Hermida, C","RACIAL JUSTICE, POLICIES AND COURTS' LEGAL REASONING IN EUROPE","2017","2017","60","","","","","177","189","","10.1007/978-3-319-53580-7_9","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"REPAIRING HARM FROM RACIAL INJUSTICE: AN ANALYSIS OF THE JUSTICE REINVESTMENT INITIATIVE AND THE TRUTH AND RECONCILIATION COMMISSION","Norris, Zachary","","","","DENVER LAW REVIEW","2017","2017","94","3","","","","515","535","","","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"STEM Majors' Perceptions of Racism and Sexism in STEM","Rainey, Katherine; Dancy, Melissa H.; Mickelson, Roslyn; Stearns, Elizabeth; Moller, Stephanie","","","Ding, L; Traxler, A; Cao, Y","2017 PHYSICS EDUCATION RESEARCH CONFERENCE","2017","2017","","","","","","328","331","","10.1119/perc.2017.pr.077","Physics Education Research Conference","JUL 26-27, 2017","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Death and Dying in the Working Class, 1865-1920","McCusker, Kristine M.","","","","JOURNAL OF SOCIAL HISTORY","FAL 2016","2016","50","1","","","","233","234","","10.1093/jsh/shv094","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Toxic Residents: Health and Citizenship at Love Canal","Thomson, Jennifer","","","","JOURNAL OF SOCIAL HISTORY","FAL 2016","2016","50","1","","","","204","223","","10.1093/jsh/shv105","","","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
